,embed_1,embed_2,url
240,5.6718016,-11.6200695,https://www.wildberries.ru/catalog/170982340/detail.aspx
241,2.5062456,18.41094,https://www.wildberries.ru/catalog/19323457/detail.aspx
242,4.004075,-8.804278,https://www.wildberries.ru/catalog/167339929/detail.aspx
243,12.681081,10.626852,https://www.wildberries.ru/catalog/14387562/detail.aspx
244,12.4548025,10.10988,https://www.wildberries.ru/catalog/78071865/detail.aspx
245,15.224766,7.7505274,https://www.wildberries.ru/catalog/164250218/detail.aspx
246,15.148127,-6.576521,https://www.wildberries.ru/catalog/171784919/detail.aspx
247,4.541015,-3.6854823,https://www.wildberries.ru/catalog/140241288/detail.aspx
248,10.936168,11.822998,https://www.wildberries.ru/catalog/26298238/detail.aspx
249,14.249997,-3.8551989,https://www.wildberries.ru/catalog/78927542/detail.aspx
250,15.72324,7.8979073,https://www.wildberries.ru/catalog/165757258/detail.aspx
251,2.8864353,-1.0059873,https://www.wildberries.ru/catalog/69121324/detail.aspx
252,13.282029,7.161517,https://www.wildberries.ru/catalog/160485622/detail.aspx
253,3.845694,-8.982282,https://www.wildberries.ru/catalog/157035999/detail.aspx
254,17.741657,8.114834,https://www.wildberries.ru/catalog/149754687/detail.aspx
255,18.012253,8.528249,https://www.wildberries.ru/catalog/151118525/detail.aspx
256,5.679642,-11.674546,https://www.wildberries.ru/catalog/137251772/detail.aspx
257,11.144264,12.980705,https://www.wildberries.ru/catalog/27450351/detail.aspx
258,16.419018,8.161128,https://www.wildberries.ru/catalog/146046930/detail.aspx
259,3.3021467,-0.71201366,https://www.wildberries.ru/catalog/37413744/detail.aspx
260,15.004262,7.143438,https://www.wildberries.ru/catalog/14284185/detail.aspx
261,-1.2508488,5.069341,https://www.wildberries.ru/catalog/43495250/detail.aspx
262,11.555896,10.093317,https://www.wildberries.ru/catalog/39633242/detail.aspx
263,1.2735583,18.27708,https://www.wildberries.ru/catalog/22076297/detail.aspx
264,10.952782,11.836593,https://www.wildberries.ru/catalog/26299102/detail.aspx
265,3.5877752,0.07634337,https://www.wildberries.ru/catalog/10184831/detail.aspx
266,13.529751,8.216994,https://www.wildberries.ru/catalog/141361521/detail.aspx
267,-0.67388964,5.0768757,https://www.wildberries.ru/catalog/66076490/detail.aspx
268,15.082247,8.515076,https://www.wildberries.ru/catalog/160241115/detail.aspx
269,4.8913183,-2.9833198,https://www.wildberries.ru/catalog/170651956/detail.aspx
270,3.2295067,16.038092,https://www.wildberries.ru/catalog/53300606/detail.aspx
271,1.3365257,-0.3747298,https://www.wildberries.ru/catalog/50992136/detail.aspx
272,11.167319,9.952074,https://www.wildberries.ru/catalog/28293046/detail.aspx
273,1.129932,6.6956882,https://www.wildberries.ru/catalog/158496715/detail.aspx
274,-0.86874753,4.9566407,https://www.wildberries.ru/catalog/33181423/detail.aspx
275,1.6644444,7.0896974,https://www.wildberries.ru/catalog/133390060/detail.aspx
276,3.0047345,1.4902644,https://www.wildberries.ru/catalog/85646343/detail.aspx
277,12.035815,-9.097654,https://www.wildberries.ru/catalog/146061530/detail.aspx
278,12.257507,0.28114608,https://www.wildberries.ru/catalog/49452626/detail.aspx
279,11.897641,13.630717,https://www.wildberries.ru/catalog/18911858/detail.aspx
280,2.022444,18.429438,https://www.wildberries.ru/catalog/25891667/detail.aspx
281,11.379653,-8.206677,https://www.wildberries.ru/catalog/160852594/detail.aspx
282,13.241885,7.85026,https://www.wildberries.ru/catalog/162722211/detail.aspx
283,10.765177,1.0023952,https://www.wildberries.ru/catalog/170436108/detail.aspx
284,1.635152,-0.04390277,https://www.wildberries.ru/catalog/10993365/detail.aspx
285,10.675158,1.0251715,https://www.wildberries.ru/catalog/123415671/detail.aspx
286,9.945301,3.5050087,https://www.wildberries.ru/catalog/108713544/detail.aspx
287,1.019621,5.6829653,https://www.wildberries.ru/catalog/161637582/detail.aspx
288,0.34016854,5.19282,https://www.wildberries.ru/catalog/37764932/detail.aspx
